,y_pred,y_true,W11(avg1_short),W12(max1_short),W21(avg2_long),W22(max2_long)
0,[0.18533714],0.21488294,0.5011341,0.49886593,0.40611413,0.59388584
1,[0.19615066],0.2948028,0.5336566,0.46634343,0.4270558,0.57294416
2,[0.26114023],0.23502967,0.49112573,0.5088742,0.48069602,0.519304
3,[0.2735542],0.2660718,0.46998635,0.5300136,0.47128,0.5287199
4,[0.26651236],0.2534202,0.48087138,0.5191286,0.46076548,0.5392345
5,[0.273626],0.28677455,0.49293333,0.50706667,0.50193894,0.49806112
6,[0.2649011],0.328196,0.50326204,0.49673802,0.494641,0.50535893
7,[0.31016883],0.28036582,0.5223629,0.47763708,0.48690188,0.5130982
8,[0.2881242],0.27015936,0.5018961,0.49810395,0.4936355,0.50636446
9,[0.29740113],0.23716351,0.5399594,0.46004063,0.5396266,0.4603734
10,[0.28046584],0.200145,0.51695853,0.48304138,0.49228364,0.50771636
11,[0.2489975],0.2158722,0.5521902,0.44780985,0.45948604,0.54051393
12,[0.24991909],0.2586367,0.5013965,0.49860346,0.42260113,0.5773988
13,[0.27457806],0.20405057,0.5328035,0.46719658,0.5032826,0.49671742
14,[0.25309375],0.21637008,0.5322501,0.46774992,0.48261052,0.51738954
15,[0.25535527],0.2540152,0.49633995,0.5036601,0.4648274,0.5351726
16,[0.25445515],0.2443501,0.4949478,0.50505215,0.4921377,0.50786227
17,[0.29596213],0.32283843,0.5345288,0.46547127,0.4826251,0.517375
18,[0.29383042],0.299822,0.5063175,0.4936825,0.48525697,0.514743
19,[0.2993965],0.26287922,0.5103103,0.4896897,0.48795837,0.5120416
20,[0.2898518],0.3136937,0.5091725,0.49082744,0.47734815,0.5226519
21,[0.29796663],0.22736084,0.49597824,0.50402176,0.49873212,0.5012679
22,[0.2744245],0.2842058,0.50681657,0.49318346,0.48587087,0.5141292
23,[0.26453975],0.28810567,0.5220392,0.47796082,0.4750205,0.52497953
24,[0.28744084],0.27575687,0.5391074,0.46089268,0.48002616,0.51997393
25,[0.2884931],0.31141922,0.5177536,0.4822463,0.50322294,0.49677703
26,[0.31589273],0.31217882,0.5403097,0.45969024,0.5361472,0.46385285
27,[0.28725827],0.23670939,0.5146121,0.48538798,0.4695789,0.5304211
28,[0.28431386],0.283317,0.51347685,0.48652312,0.4902474,0.5097526
29,[0.2966167],0.2868611,0.52343154,0.47656846,0.4722592,0.5277407
30,[0.28506464],0.24193785,0.5221154,0.47788462,0.5121014,0.48789862
31,[0.2844897],0.28400493,0.5395948,0.4604051,0.49284282,0.5071572
32,[0.29718012],0.29131848,0.5109648,0.48903528,0.4727967,0.5272033
33,[0.30756912],0.27419096,0.5342186,0.46578136,0.47191408,0.52808595
34,[0.2775695],0.24438941,0.50194687,0.49805313,0.492083,0.507917
35,[0.2654547],0.22511396,0.5290754,0.47092462,0.49503836,0.50496167
36,[0.2757372],0.21282056,0.5286935,0.4713065,0.50123763,0.49876237
37,[0.24448976],0.25661612,0.4773513,0.52264863,0.43358913,0.5664109
38,[0.25705767],0.2614066,0.47247267,0.52752733,0.46139014,0.5386099
39,[0.27222317],0.24893966,0.52222854,0.47777146,0.48746806,0.51253194
40,[0.26312074],0.24184993,0.50510734,0.49489266,0.52112573,0.4788743
41,[0.25519747],0.28492418,0.49995312,0.5000469,0.46970007,0.5302999
42,[0.27212456],0.2921802,0.50166,0.49833995,0.49069992,0.50930005
43,[0.28266767],0.27843478,0.48612455,0.5138754,0.51503605,0.484964
44,[0.2890561],0.30014542,0.5022544,0.4977456,0.4858816,0.5141184
45,[0.26495892],0.24439177,0.5018662,0.49813372,0.529893,0.47010702
46,[0.28836185],0.23178577,0.4676498,0.5323502,0.50164646,0.49835357
47,[0.2590259],0.22924545,0.5477883,0.45221168,0.4794469,0.5205531
48,[0.24965985],0.2306712,0.53705674,0.46294326,0.5188785,0.48112148
49,[0.25378212],0.22816724,0.5420253,0.45797467,0.5125987,0.4874013
50,[0.24783075],0.22704542,0.5268393,0.47316068,0.4858559,0.5141441
51,[0.2601333],0.2587828,0.50499904,0.495001,0.45545876,0.54454124
52,[0.25632492],0.2579151,0.47209027,0.5279097,0.45198062,0.54801935
53,[0.28113383],0.25360626,0.5514966,0.44850335,0.502507,0.4974931
54,[0.26190266],0.25193578,0.51468796,0.48531199,0.5092666,0.4907334
55,[0.27047247],0.25165546,0.510951,0.489049,0.51561064,0.48438936
56,[0.26638532],0.2412082,0.47360522,0.5263948,0.5118457,0.4881543
57,[0.26144025],0.21235758,0.46372414,0.5362759,0.52173555,0.4782645
58,[0.2536283],0.24760789,0.5040167,0.49598336,0.4766651,0.52333486
59,[0.2725594],0.22839049,0.4852026,0.5147974,0.45991796,0.54008204
60,[0.26561934],0.21483836,0.5213146,0.47868532,0.52251023,0.4774898
61,[0.24585338],0.18742651,0.5614617,0.43853825,0.4849645,0.5150355
62,[0.22308718],0.2779087,0.5564247,0.44357535,0.45139167,0.54860836
63,[0.2575836],0.25420028,0.5259758,0.47402418,0.56317014,0.43682984
64,[0.26493394],0.24870038,0.5143247,0.48567533,0.51302445,0.48697564
65,[0.25329086],0.3059974,0.5089776,0.4910224,0.42896503,0.57103497
66,[0.2780492],0.30821797,0.5169273,0.48307267,0.47548023,0.52451986
67,[0.3045049],0.29702184,0.5265077,0.47349226,0.5410655,0.4589345
68,[0.2984905],0.31513473,0.48674536,0.5132547,0.4662356,0.5337645
69,[0.2996802],0.3016694,0.49830633,0.5016936,0.48357233,0.51642764
70,[0.2894556],0.31498882,0.48201832,0.5179817,0.47437078,0.5256293
71,[0.2991901],0.31381053,0.56010884,0.43989122,0.48446757,0.5155324
72,[0.3015223],0.2420891,0.54489124,0.45510876,0.52358073,0.4764193
73,[0.26519254],0.25367796,0.5112633,0.4887367,0.48564497,0.51435494
74,[0.27930424],0.3312814,0.5580725,0.44192746,0.52221084,0.47778913
75,[0.3000547],0.2712753,0.5252904,0.47470954,0.46310112,0.5368989
76,[0.3088937],0.23747507,0.49435878,0.5056412,0.47287643,0.5271235
77,[0.28590584],0.21682194,0.54082733,0.45917267,0.5189144,0.48108557
78,[0.2447204],0.22684914,0.50914544,0.49085456,0.48178062,0.51821935
79,[0.2527292],0.21236676,0.48053712,0.5194629,0.48872778,0.5112723
80,[0.24678329],0.29106802,0.5055796,0.49442038,0.46898344,0.5310165
81,[0.26337373],0.26652238,0.5068225,0.49317753,0.51525784,0.4847421
82,[0.25946832],0.30876833,0.5145767,0.48542336,0.506839,0.49316102
83,[0.30288333],0.28035542,0.48539183,0.5146082,0.5038467,0.49615327
84,[0.30843127],0.24665424,0.48718825,0.5128118,0.49777105,0.5022289
85,[0.27370244],0.26691225,0.49794927,0.5020508,0.4964157,0.50358427
86,[0.27686903],0.26297423,0.5440328,0.45596728,0.5233568,0.47664323
87,[0.2674231],0.2070066,0.50333357,0.49666637,0.4853555,0.5146445
88,[0.26280558],0.25567046,0.5443171,0.45568296,0.4615137,0.53848624
89,[0.2701167],0.26708338,0.5233055,0.4766945,0.46900994,0.53099
90,[0.2577837],0.2344813,0.47898212,0.52101785,0.48411795,0.515882
91,[0.26091975],0.27639672,0.50036734,0.4996327,0.47695628,0.5230437
92,[0.2688736],0.2403715,0.47129562,0.5287044,0.48369062,0.5163093
93,[0.26865003],0.24050876,0.53668743,0.4633126,0.44870505,0.551295
94,[0.25206524],0.23271087,0.49509388,0.5049062,0.45517898,0.544821
95,[0.27074105],0.20572874,0.49559712,0.5044029,0.5480978,0.45190227
96,[0.2533235],0.17089868,0.5027086,0.49729142,0.42337853,0.57662153
97,[0.2149427],0.20030299,0.5096778,0.49032217,0.43034565,0.56965435
98,[0.20419587],0.13204092,0.52827275,0.47172722,0.4992536,0.5007464
99,[0.16609967],0.13098636,0.5297292,0.47027084,0.34764385,0.65235615
100,[0.15052444],0.12636214,0.502846,0.49715394,0.33615288,0.6638472
101,[0.14712991],0.0700058,0.47136754,0.52863246,0.37836778,0.6216322
102,[0.12073663],0.057580955,0.5514784,0.44852164,0.32178545,0.67821455
103,[0.09943905],0.0558896,0.5307604,0.4692396,0.35708845,0.64291155
104,[0.08195724],0.08202233,0.48851526,0.51148474,0.2813456,0.71865433
105,[0.08719511],0.07817679,0.5171166,0.48288336,0.3649373,0.6350627
106,[0.08765071],0.073597394,0.4953016,0.5046984,0.26676762,0.7332324
107,[0.09008984],0.07883715,0.53246677,0.4675333,0.28125378,0.71874624
108,[0.10368938],0.053771786,0.4562369,0.54376316,0.2755279,0.72447217
109,[0.10262311],0.062716566,0.44121677,0.55878323,0.2069315,0.7930685
110,[0.09034448],0.06181752,0.45305267,0.5469473,0.21566077,0.7843392
111,[0.07549343],0.06019395,0.4627417,0.5372584,0.2555456,0.7444544
112,[0.06205692],0.043321796,0.5381478,0.46185225,0.23834383,0.7616561
113,[0.06926795],0.04209786,0.4780525,0.5219475,0.2814712,0.7185288
114,[0.07032061],0.039464958,0.40821502,0.591785,0.19522479,0.8047752
