,y_pred,y_true,W11(avg1_short),W12(max1_short),W21(avg2_long),W22(max2_long)
0,[0.17161489],0.21029702,0.8460476,0.15395245,0.46066296,0.53933704
1,[0.18977018],0.29667836,0.7366278,0.26337215,0.4560386,0.54396147
2,[0.24562855],0.23215806,0.37131622,0.62868375,0.45275077,0.5472492
3,[0.24664252],0.26405406,0.4067332,0.5932667,0.45532066,0.5446793
4,[0.26068336],0.2504236,0.3966556,0.60334444,0.45779306,0.542207
5,[0.26652005],0.28485233,0.41268685,0.58731306,0.45866132,0.54133874
6,[0.26918113],0.3284354,0.348224,0.651776,0.45812607,0.541874
7,[0.27737632],0.28242218,0.37128732,0.6287127,0.4586897,0.54131025
8,[0.30165267],0.26886457,0.2545208,0.7454792,0.45727086,0.5427292
9,[0.2866467],0.2363064,0.30980617,0.6901939,0.45722476,0.5427752
10,[0.25968271],0.1976498,0.3619979,0.63800204,0.45526773,0.5447323
11,[0.23130901],0.21495521,0.51638144,0.48361856,0.45662755,0.54337245
12,[0.21996671],0.2575781,0.55417246,0.4458275,0.4548315,0.5451685
13,[0.24166322],0.20518184,0.4135544,0.58644557,0.45324382,0.54675615
14,[0.23340216],0.21605438,0.44538862,0.5546114,0.4552945,0.54470545
15,[0.23014276],0.25489974,0.49501607,0.50498396,0.45575935,0.5442406
16,[0.24718225],0.24383843,0.32691622,0.67308384,0.45172536,0.54827464
17,[0.2647757],0.32101262,0.39058414,0.6094158,0.45762154,0.5423784
18,[0.27707443],0.30116117,0.3753635,0.6246365,0.4592222,0.5407778
19,[0.26405108],0.26291183,0.42324024,0.5767597,0.45956758,0.54043245
20,[0.28177518],0.31431818,0.30893785,0.69106215,0.45744574,0.5425543
21,[0.28852543],0.2281056,0.29052007,0.7094799,0.45805356,0.5419465
22,[0.27797663],0.28748763,0.34366664,0.6563334,0.45892677,0.54107314
23,[0.2750007],0.28801078,0.3186816,0.6813184,0.4570575,0.54294246
24,[0.28342536],0.27668792,0.31343204,0.686568,0.457804,0.54219604
25,[0.27684346],0.31105047,0.31666732,0.6833326,0.4583209,0.54167914
26,[0.28901336],0.30718675,0.29324746,0.7067525,0.4589756,0.5410244
27,[0.29221615],0.2342835,0.26674512,0.73325485,0.45708084,0.54291916
28,[0.27113363],0.28249502,0.3395852,0.6604148,0.45780382,0.5421962
29,[0.28777543],0.28084296,0.32675773,0.6732423,0.45920828,0.54079175
30,[0.28604394],0.23627001,0.3191057,0.68089426,0.4576164,0.54238355
31,[0.26316416],0.27794608,0.31670547,0.6832946,0.45461473,0.5453853
32,[0.2772766],0.28991112,0.34388712,0.6561129,0.45687717,0.5431228
33,[0.26484913],0.27301297,0.41732347,0.5826766,0.45895076,0.54104924
34,[0.26220766],0.23611766,0.38518828,0.6148117,0.45671737,0.54328257
35,[0.26383087],0.20646974,0.40468842,0.59531164,0.4575493,0.5424507
36,[0.23477967],0.20796946,0.4938981,0.50610185,0.45470572,0.5452942
37,[0.23114072],0.25423756,0.47461215,0.5253878,0.45576078,0.5442393
38,[0.239931],0.2572868,0.458818,0.541182,0.4552135,0.5447865
39,[0.246252],0.24787754,0.41858706,0.581413,0.45583546,0.54416454
40,[0.24807745],0.24111697,0.42854428,0.5714557,0.4557399,0.54426014
41,[0.25129798],0.27643967,0.40410516,0.5958949,0.45557633,0.54442364
42,[0.25302345],0.29281467,0.39082056,0.60917944,0.45602265,0.5439774
43,[0.2807125],0.27513844,0.3286436,0.67135644,0.4589391,0.54106086
44,[0.2748554],0.28490514,0.34407666,0.6559233,0.4573633,0.54263663
45,[0.2598423],0.24460316,0.44039637,0.5596037,0.45887765,0.5411224
46,[0.26902634],0.22653303,0.350871,0.649129,0.45668936,0.5433106
47,[0.25372088],0.22403672,0.45192504,0.548075,0.4585567,0.5414432
48,[0.22561084],0.20767814,0.5130126,0.4869875,0.45316905,0.54683095
49,[0.22316809],0.20870444,0.513102,0.48689803,0.45367628,0.5463238
50,[0.21240519],0.17993718,0.54960304,0.45039696,0.45470485,0.5452952
51,[0.18302755],0.252804,0.7601824,0.23981765,0.4565425,0.5434575
52,[0.2166029],0.2538303,0.5766548,0.42334518,0.45630187,0.5436981
53,[0.24346627],0.25294298,0.4048353,0.59516466,0.45367956,0.5463205
54,[0.24561554],0.24094155,0.45690092,0.54309905,0.45597762,0.54402244
55,[0.25427625],0.2505195,0.44349548,0.5565045,0.45826086,0.54173917
56,[0.25080475],0.23544884,0.3747862,0.62521374,0.45486766,0.54513234
57,[0.25163695],0.20716831,0.39850006,0.6015,0.45626834,0.5437317
58,[0.23016019],0.24780473,0.5340637,0.46593636,0.45631725,0.5436828
59,[0.23407719],0.22501996,0.52510065,0.47489935,0.4556014,0.54439855
60,[0.24699825],0.212343,0.40524822,0.5947517,0.45358723,0.54641277
61,[0.2248145],0.17942736,0.56946456,0.43053547,0.45568985,0.5443101
62,[0.20320967],0.27994895,0.6834646,0.31653538,0.45781076,0.5421892
63,[0.2395592],0.25151607,0.43840373,0.5615963,0.45357445,0.5464255
64,[0.25370297],0.24288493,0.38307992,0.6169201,0.45550635,0.5444937
65,[0.25382006],0.29840994,0.40639326,0.5936068,0.4563166,0.54368335
66,[0.2735477],0.30124065,0.31418663,0.68581337,0.45638728,0.54361266
67,[0.2869951],0.2928644,0.333378,0.666622,0.45901728,0.54098266
68,[0.27777335],0.31027907,0.3453652,0.6546348,0.45843598,0.54156405
69,[0.28751433],0.2936425,0.22414604,0.775854,0.45398086,0.54601914
70,[0.29081082],0.30411446,0.3213883,0.6786117,0.45869958,0.5413005
71,[0.28743884],0.30580965,0.23764235,0.7623576,0.4551406,0.5448594
72,[0.28534544],0.23447895,0.30953598,0.6904641,0.45806208,0.54193795
73,[0.28630775],0.24587467,0.26866648,0.7313335,0.45689446,0.5431056
74,[0.25690165],0.32785273,0.34951797,0.65048206,0.45408836,0.5459116
75,[0.27893308],0.26034936,0.2684994,0.73150057,0.4555038,0.54449624
76,[0.27710867],0.230367,0.30308694,0.6969131,0.45608073,0.54391927
77,[0.262296],0.2047151,0.449107,0.55089295,0.4599451,0.5400549
78,[0.23979795],0.22036844,0.50079554,0.49920446,0.4557635,0.54423654
79,[0.22718515],0.20526803,0.5299982,0.47000176,0.4559351,0.54406494
80,[0.2171146],0.2810748,0.60220176,0.39779824,0.45879766,0.5412024
81,[0.24500246],0.24940398,0.39572796,0.6042721,0.453449,0.546551
82,[0.25374296],0.29882386,0.39031425,0.60968566,0.45645657,0.54354334
83,[0.2738571],0.27166554,0.32779223,0.6722078,0.45617193,0.54382807
84,[0.27802277],0.23429686,0.35175073,0.64824927,0.45873195,0.54126805
85,[0.263296],0.25983953,0.32512656,0.6748734,0.45436734,0.54563266
86,[0.25432402],0.25251934,0.3605835,0.63941646,0.45378834,0.54621166
87,[0.25704494],0.19806376,0.33586442,0.6641356,0.45419413,0.5458059
88,[0.22263601],0.24609983,0.57142437,0.42857563,0.45580474,0.5441953
89,[0.24929081],0.25054622,0.3624525,0.6375475,0.45460775,0.5453923
90,[0.23133485],0.22841692,0.5125228,0.48747718,0.45621046,0.54378957
91,[0.24209183],0.26330268,0.4273948,0.5726052,0.45546013,0.54453987
92,[0.24513082],0.23007566,0.42390516,0.57609487,0.45615998,0.54384
93,[0.23530756],0.2329064,0.45760557,0.54239446,0.45657948,0.54342055
94,[0.23579895],0.22045463,0.4618957,0.53810424,0.45527852,0.5447215
95,[0.2297652],0.19395846,0.46992806,0.530072,0.45477906,0.5452209
96,[0.2165622],0.16437003,0.56693965,0.43306035,0.45508623,0.5449137
97,[0.18047334],0.18962136,0.79212546,0.20787449,0.45671606,0.54328394
98,[0.17328218],0.12424346,0.82850933,0.17149067,0.45729816,0.5427019
99,[0.14927639],0.12729266,0.9282805,0.07171956,0.46015635,0.5398436
100,[0.13171956],0.11990633,0.97668535,0.023314632,0.46225965,0.5377404
101,[0.1389346],0.06511632,0.9761234,0.02387658,0.46680096,0.5331991
102,[0.11261599],0.054200687,0.9904925,0.009507449,0.47576183,0.5242381
103,[0.08603041],0.0534657,0.9964952,0.0035048623,0.4797097,0.5202904
104,[0.07985745],0.07823693,0.9957736,0.0042263744,0.4857516,0.5142484
105,[0.08774974],0.07779326,0.994103,0.0058969497,0.48372284,0.51627713
106,[0.08854343],0.07169483,0.99360126,0.0063986834,0.48942053,0.5105795
107,[0.08026447],0.07606838,0.9976611,0.0023388378,0.48474267,0.5152573
108,[0.09334718],0.055044927,0.9937224,0.006277653,0.4853966,0.5146034
109,[0.0820904],0.06224919,0.99566793,0.0043320986,0.4896702,0.51032984
110,[0.07502702],0.060044207,0.99674076,0.0032592928,0.48977214,0.51022786
111,[0.07428757],0.061914764,0.99588615,0.004113813,0.49528465,0.5047154
112,[0.07181116],0.04251363,0.9958371,0.004162934,0.4945548,0.50544524
113,[0.05708162],0.04108008,0.99806315,0.0019369068,0.50490767,0.49509233
114,[0.06329305],0.039682917,0.99655765,0.0034423608,0.50489795,0.49510202
115,[0.05873008],0.023883916,0.9983304,0.0016696062,0.5018756,0.49812448
116,[0.03809545],0.032150917,0.9997148,0.00028521323,0.51011616,0.48988387
117,[0.03763741],0.03586229,0.99967134,0.0003286187,0.5149286,0.48507136
118,[0.04378559],0.03582587,0.99942964,0.0005703445,0.51081556,0.48918438
119,[0.04661385],0.0077505037,0.9994942,0.00050575874,0.5029852,0.4970148
120,[0.03406132],0.02498307,0.9996314,0.00036855607,0.5170896,0.48291042
121,[0.03105579],0.04585419,0.99986494,0.00013499906,0.5165615,0.48343852
122,[0.04126664],0.056994997,0.99888915,0.001110815,0.51143885,0.48856118
123,[0.05889919],0.059855454,0.99753857,0.002461473,0.5061513,0.49384862
124,[0.05097894],0.08962598,0.9989079,0.0010920803,0.50497097,0.49502897
125,[0.07366348],0.09248645,0.9963006,0.003699422,0.48962492,0.510375
126,[0.11555953],0.0461886,0.9861033,0.013896726,0.4779602,0.5220398
127,[0.06871396],0.08951674,0.996581,0.0034190253,0.49708968,0.5029104
128,[0.09459285],0.11211943,0.9929628,0.0070372196,0.48379457,0.51620543
129,[0.11742248],0.10789155,0.985862,0.014137964,0.47748613,0.52251387
130,[0.12402715],0.38068298,0.9865088,0.013491243,0.47534382,0.5246561
131,[0.23135486],0.084815465,0.45407498,0.545925,0.45470288,0.5452971
132,[0.17018211],0.07481689,0.8804089,0.11959116,0.46161467,0.5383853
133,[0.13249744],0.09392669,0.9816949,0.01830511,0.4672583,0.53274167
134,[0.11070766],0.119760685,0.99096394,0.009036069,0.47114837,0.5288517
135,[0.13002591],0.14224744,0.9818163,0.018183706,0.4686717,0.5313283
136,[0.13389893],0.18043062,0.98352414,0.016475901,0.4682237,0.53177637
137,[0.13863993],0.16385353,0.97314703,0.026853003,0.467589,0.532411
138,[0.15215875],0.12082339,0.9492915,0.050708488,0.4650849,0.53491503
139,[0.14448048],0.16293645,0.96585065,0.034149386,0.4670942,0.5329058
140,[0.14876345],0.16583332,0.9417937,0.05820631,0.4602152,0.5397848
141,[0.14798689],0.17821896,0.93050236,0.06949765,0.4606231,0.53937685
142,[0.16477653],0.18829036,0.8867708,0.11322917,0.45847237,0.5415277
143,[0.1632891],0.173074,0.86587065,0.13412929,0.45838135,0.54161865
144,[0.17718503],0.1670484,0.81079406,0.18920594,0.45693877,0.5430612
145,[0.1612093],0.1901609,0.89704466,0.102955334,0.46125036,0.5387496
146,[0.18266799],0.22223899,0.79849696,0.20150304,0.45937133,0.5406287
147,[0.2085679],0.19405437,0.6376074,0.36239257,0.45619407,0.54380596
148,[0.19625331],0.22742036,0.7265069,0.2734931,0.45816326,0.5418368
149,[0.2102747],0.2707485,0.6354305,0.36456946,0.45602578,0.54397416
150,[0.25643826],0.28000537,0.41435304,0.585647,0.45708367,0.5429163
151,[0.26679587],0.24278238,0.33140168,0.6685983,0.45497054,0.54502946
152,[0.259079],0.27096698,0.30475655,0.69524354,0.4547308,0.54526913
153,[0.25716686],0.24295777,0.35134372,0.64865637,0.45406502,0.54593503
154,[0.25433803],0.24495092,0.37745553,0.6225445,0.4549303,0.54506975
155,[0.25927994],0.34010908,0.3026106,0.6973894,0.45229396,0.547706
156,[0.27662075],0.24340811,0.27413222,0.7258678,0.45631376,0.5436863
157,[0.26513544],0.21614057,0.4363419,0.5636581,0.45903528,0.5409647
158,[0.24089515],0.22381824,0.47417048,0.5258295,0.45642632,0.54357374
159,[0.24767755],0.25030768,0.42442927,0.5755707,0.45605627,0.54394376
160,[0.24839844],0.25798535,0.33715245,0.66284746,0.45218447,0.5478155
