,y_pred,y_true,W11(avg1_short),W12(max1_short),W21(avg2_long),W22(max2_long)
0,[0.1501172],0.20875713,0.5,0.5,0.5,0.5
1,[0.1501172],0.29172307,0.5,0.5,0.5,0.5
2,[0.1501172],0.23023951,0.5,0.5,0.5,0.5
3,[0.1501172],0.26095754,0.5,0.5,0.5,0.5
4,[0.1501172],0.24774659,0.5,0.5,0.5,0.5
5,[0.1501172],0.2823715,0.5,0.5,0.5,0.5
6,[0.1501172],0.3248485,0.5,0.5,0.5,0.5
7,[0.1501172],0.27787387,0.5,0.5,0.5,0.5
8,[0.1501172],0.26570994,0.5,0.5,0.5,0.5
9,[0.1501172],0.23298576,0.5,0.5,0.5,0.5
10,[0.1501172],0.19498792,0.5,0.5,0.5,0.5
11,[0.1501172],0.21164283,0.5,0.5,0.5,0.5
12,[0.1501172],0.25297824,0.5,0.5,0.5,0.5
13,[0.1501172],0.20118806,0.5,0.5,0.5,0.5
14,[0.1501172],0.21167988,0.5,0.5,0.5,0.5
15,[0.1501172],0.25098228,0.5,0.5,0.5,0.5
16,[0.1501172],0.24019927,0.5,0.5,0.5,0.5
17,[0.1501172],0.3175891,0.5,0.5,0.5,0.5
18,[0.1501172],0.2968546,0.5,0.5,0.5,0.5
19,[0.1501172],0.25905606,0.5,0.5,0.5,0.5
20,[0.1501172],0.3097017,0.5,0.5,0.5,0.5
21,[0.1501172],0.2236557,0.5,0.5,0.5,0.5
22,[0.1501172],0.28163448,0.5,0.5,0.5,0.5
23,[0.1501172],0.284504,0.5,0.5,0.5,0.5
24,[0.1501172],0.27214143,0.5,0.5,0.5,0.5
25,[0.1501172],0.3062158,0.5,0.5,0.5,0.5
26,[0.1501172],0.3023841,0.5,0.5,0.5,0.5
27,[0.1501172],0.23023164,0.5,0.5,0.5,0.5
28,[0.1501172],0.27713555,0.5,0.5,0.5,0.5
29,[0.1501172],0.2767835,0.5,0.5,0.5,0.5
30,[0.1501172],0.23330668,0.5,0.5,0.5,0.5
31,[0.1501172],0.27468643,0.5,0.5,0.5,0.5
32,[0.1501172],0.28380197,0.5,0.5,0.5,0.5
33,[0.1501172],0.2677324,0.5,0.5,0.5,0.5
34,[0.1501172],0.2311987,0.5,0.5,0.5,0.5
35,[0.1501172],0.20373598,0.5,0.5,0.5,0.5
36,[0.1501172],0.2020765,0.5,0.5,0.5,0.5
37,[0.1501172],0.24989292,0.5,0.5,0.5,0.5
38,[0.1501172],0.25260213,0.5,0.5,0.5,0.5
39,[0.1501172],0.24270192,0.5,0.5,0.5,0.5
40,[0.1501172],0.23542204,0.5,0.5,0.5,0.5
41,[0.1501172],0.2737745,0.5,0.5,0.5,0.5
42,[0.1501172],0.28596127,0.5,0.5,0.5,0.5
43,[0.1501172],0.2693651,0.5,0.5,0.5,0.5
44,[0.1501172],0.28173605,0.5,0.5,0.5,0.5
45,[0.1501172],0.23862305,0.5,0.5,0.5,0.5
46,[0.1501172],0.22339958,0.5,0.5,0.5,0.5
47,[0.1501172],0.22129485,0.5,0.5,0.5,0.5
48,[0.1501172],0.21038595,0.5,0.5,0.5,0.5
49,[0.1501172],0.20990676,0.5,0.5,0.5,0.5
50,[0.1501172],0.19096896,0.5,0.5,0.5,0.5
51,[0.1501172],0.25041404,0.5,0.5,0.5,0.5
52,[0.1501172],0.2494523,0.5,0.5,0.5,0.5
53,[0.1501172],0.24713805,0.5,0.5,0.5,0.5
54,[0.1501172],0.24041831,0.5,0.5,0.5,0.5
55,[0.1501172],0.24554959,0.5,0.5,0.5,0.5
56,[0.1501172],0.2308192,0.5,0.5,0.5,0.5
57,[0.1501172],0.20503518,0.5,0.5,0.5,0.5
58,[0.1501172],0.24324724,0.5,0.5,0.5,0.5
59,[0.1501172],0.2213639,0.5,0.5,0.5,0.5
60,[0.1501172],0.2082673,0.5,0.5,0.5,0.5
61,[0.1501172],0.17813894,0.5,0.5,0.5,0.5
62,[0.1501172],0.27368328,0.5,0.5,0.5,0.5
63,[0.1501172],0.24685284,0.5,0.5,0.5,0.5
64,[0.1501172],0.23979536,0.5,0.5,0.5,0.5
65,[0.1501172],0.29530746,0.5,0.5,0.5,0.5
66,[0.1501172],0.29854286,0.5,0.5,0.5,0.5
67,[0.1501172],0.29005927,0.5,0.5,0.5,0.5
68,[0.1501172],0.30719903,0.5,0.5,0.5,0.5
69,[0.1501172],0.2918404,0.5,0.5,0.5,0.5
70,[0.1501172],0.3025811,0.5,0.5,0.5,0.5
71,[0.1501172],0.30513534,0.5,0.5,0.5,0.5
72,[0.1501172],0.233625,0.5,0.5,0.5,0.5
73,[0.1501172],0.24577996,0.5,0.5,0.5,0.5
74,[0.1501172],0.3253509,0.5,0.5,0.5,0.5
75,[0.1501172],0.25905472,0.5,0.5,0.5,0.5
76,[0.1501172],0.22993052,0.5,0.5,0.5,0.5
77,[0.1501172],0.20513266,0.5,0.5,0.5,0.5
78,[0.1501172],0.21926418,0.5,0.5,0.5,0.5
79,[0.1501172],0.20457914,0.5,0.5,0.5,0.5
80,[0.1501172],0.28014547,0.5,0.5,0.5,0.5
81,[0.1501172],0.24978381,0.5,0.5,0.5,0.5
82,[0.1501172],0.29788515,0.5,0.5,0.5,0.5
83,[0.1501172],0.26985922,0.5,0.5,0.5,0.5
84,[0.1501172],0.23378196,0.5,0.5,0.5,0.5
85,[0.1501172],0.25896353,0.5,0.5,0.5,0.5
86,[0.1501172],0.25038967,0.5,0.5,0.5,0.5
87,[0.1501172],0.19635928,0.5,0.5,0.5,0.5
88,[0.1501172],0.24594328,0.5,0.5,0.5,0.5
89,[0.1501172],0.25014117,0.5,0.5,0.5,0.5
90,[0.1501172],0.22619677,0.5,0.5,0.5,0.5
91,[0.1501172],0.26468474,0.5,0.5,0.5,0.5
92,[0.1501172],0.2295062,0.5,0.5,0.5,0.5
93,[0.1501172],0.23187304,0.5,0.5,0.5,0.5
94,[0.1501172],0.2212559,0.5,0.5,0.5,0.5
95,[0.1501172],0.19465712,0.5,0.5,0.5,0.5
96,[0.1501172],0.16333994,0.5,0.5,0.5,0.5
97,[0.1501172],0.18964127,0.5,0.5,0.5,0.5
98,[0.1501172],0.12401277,0.5,0.5,0.5,0.5
99,[0.1501172],0.12619121,0.5,0.5,0.5,0.5
100,[0.1501172],0.11962418,0.5,0.5,0.5,0.5
101,[0.1501172],0.06494562,0.5,0.5,0.5,0.5
102,[0.1501172],0.05326496,0.5,0.5,0.5,0.5
103,[0.1501172],0.05310695,0.5,0.5,0.5,0.5
104,[0.1501172],0.07830666,0.5,0.5,0.5,0.5
105,[0.1501172],0.07698065,0.5,0.5,0.5,0.5
106,[0.1501172],0.07170695,0.5,0.5,0.5,0.5
107,[0.1501172],0.076208875,0.5,0.5,0.5,0.5
108,[0.1501172],0.05390781,0.5,0.5,0.5,0.5
109,[0.1501172],0.061645135,0.5,0.5,0.5,0.5
110,[0.1501172],0.060109526,0.5,0.5,0.5,0.5
111,[0.1501172],0.060466185,0.5,0.5,0.5,0.5
112,[0.1501172],0.041747198,0.5,0.5,0.5,0.5
113,[0.1501172],0.040482968,0.5,0.5,0.5,0.5
114,[0.1501172],0.038463533,0.5,0.5,0.5,0.5
115,[0.1501172],0.02354084,0.5,0.5,0.5,0.5
116,[0.1501172],0.03182912,0.5,0.5,0.5,0.5
117,[0.1501172],0.03475915,0.5,0.5,0.5,0.5
118,[0.1501172],0.035128325,0.5,0.5,0.5,0.5
119,[0.1501172],0.0077769384,0.5,0.5,0.5,0.5
120,[0.1501172],0.023915634,0.5,0.5,0.5,0.5
121,[0.1501172],0.044012204,0.5,0.5,0.5,0.5
122,[0.1501172],0.057159036,0.5,0.5,0.5,0.5
123,[0.1501172],0.057936445,0.5,0.5,0.5,0.5
124,[0.1501172],0.08846933,0.5,0.5,0.5,0.5
125,[0.1501172],0.09103209,0.5,0.5,0.5,0.5
126,[0.1501172],0.04494989,0.5,0.5,0.5,0.5
127,[0.1501172],0.08875653,0.5,0.5,0.5,0.5
128,[0.1501172],0.11277528,0.5,0.5,0.5,0.5
129,[0.1501172],0.10694142,0.5,0.5,0.5,0.5
130,[0.1501172],0.38058087,0.5,0.5,0.5,0.5
131,[0.1501172],0.08487497,0.5,0.5,0.5,0.5
132,[0.1501172],0.07387085,0.5,0.5,0.5,0.5
133,[0.1501172],0.09399912,0.5,0.5,0.5,0.5
134,[0.1501172],0.119122505,0.5,0.5,0.5,0.5
135,[0.1501172],0.14158091,0.5,0.5,0.5,0.5
136,[0.1501172],0.17979395,0.5,0.5,0.5,0.5
137,[0.1501172],0.16260752,0.5,0.5,0.5,0.5
138,[0.1501172],0.120349005,0.5,0.5,0.5,0.5
139,[0.1501172],0.16241351,0.5,0.5,0.5,0.5
140,[0.1501172],0.16431755,0.5,0.5,0.5,0.5
141,[0.1501172],0.17641076,0.5,0.5,0.5,0.5
142,[0.1501172],0.18725559,0.5,0.5,0.5,0.5
143,[0.1501172],0.17125145,0.5,0.5,0.5,0.5
144,[0.1501172],0.16548067,0.5,0.5,0.5,0.5
145,[0.1501172],0.1885773,0.5,0.5,0.5,0.5
146,[0.1501172],0.22019988,0.5,0.5,0.5,0.5
147,[0.1501172],0.19183287,0.5,0.5,0.5,0.5
148,[0.1501172],0.22537604,0.5,0.5,0.5,0.5
149,[0.1501172],0.26932743,0.5,0.5,0.5,0.5
150,[0.1501172],0.2804974,0.5,0.5,0.5,0.5
151,[0.1501172],0.24159235,0.5,0.5,0.5,0.5
152,[0.1501172],0.26841524,0.5,0.5,0.5,0.5
153,[0.1501172],0.24055287,0.5,0.5,0.5,0.5
154,[0.1501172],0.24373838,0.5,0.5,0.5,0.5
155,[0.1501172],0.3342635,0.5,0.5,0.5,0.5
156,[0.1501172],0.24300262,0.5,0.5,0.5,0.5
157,[0.1501172],0.21502268,0.5,0.5,0.5,0.5
158,[0.1501172],0.22341338,0.5,0.5,0.5,0.5
159,[0.1501172],0.2483576,0.5,0.5,0.5,0.5
160,[0.1501172],0.25462517,0.5,0.5,0.5,0.5
161,[0.1501172],0.2488957,0.5,0.5,0.5,0.5
162,[0.1501172],0.28226545,0.5,0.5,0.5,0.5
163,[0.1501172],0.21998268,0.5,0.5,0.5,0.5
164,[0.1501172],0.25844464,0.5,0.5,0.5,0.5
165,[0.1501172],0.3097625,0.5,0.5,0.5,0.5
166,[0.1501172],0.2740851,0.5,0.5,0.5,0.5
167,[0.1501172],0.26960835,0.5,0.5,0.5,0.5
168,[0.1501172],0.2671986,0.5,0.5,0.5,0.5
169,[0.1501172],0.24343824,0.5,0.5,0.5,0.5
170,[0.1501172],0.2944523,0.5,0.5,0.5,0.5
171,[0.1501172],0.2964762,0.5,0.5,0.5,0.5
172,[0.1501172],0.33937195,0.5,0.5,0.5,0.5
173,[0.1501172],0.28817466,0.5,0.5,0.5,0.5
174,[0.1501172],0.27093506,0.5,0.5,0.5,0.5
175,[0.1501172],0.24495766,0.5,0.5,0.5,0.5
176,[0.1501172],0.23480296,0.5,0.5,0.5,0.5
177,[0.1501172],0.26873916,0.5,0.5,0.5,0.5
178,[0.1501172],0.21806735,0.5,0.5,0.5,0.5
179,[0.1501172],0.2129226,0.5,0.5,0.5,0.5
180,[0.1501172],0.21005377,0.5,0.5,0.5,0.5
181,[0.1501172],0.24261302,0.5,0.5,0.5,0.5
182,[0.1501172],0.23106456,0.5,0.5,0.5,0.5
183,[0.1501172],0.25729215,0.5,0.5,0.5,0.5
184,[0.1501172],0.22937426,0.5,0.5,0.5,0.5
185,[0.1501172],0.22505742,0.5,0.5,0.5,0.5
186,[0.1501172],0.30209824,0.5,0.5,0.5,0.5
187,[0.1501172],0.2693109,0.5,0.5,0.5,0.5
188,[0.1501172],0.23928702,0.5,0.5,0.5,0.5
189,[0.1501172],0.23956472,0.5,0.5,0.5,0.5
190,[0.1501172],0.2600162,0.5,0.5,0.5,0.5
191,[0.1501172],0.23398137,0.5,0.5,0.5,0.5
192,[0.1501172],0.23435509,0.5,0.5,0.5,0.5
193,[0.1501172],0.25302216,0.5,0.5,0.5,0.5
194,[0.1501172],0.20125443,0.5,0.5,0.5,0.5
195,[0.1501172],0.27002648,0.5,0.5,0.5,0.5
196,[0.1501172],0.3010396,0.5,0.5,0.5,0.5
197,[0.1501172],0.22945029,0.5,0.5,0.5,0.5
198,[0.1501172],0.24804989,0.5,0.5,0.5,0.5
199,[0.1501172],0.24963939,0.5,0.5,0.5,0.5
200,[0.1501172],0.24416906,0.5,0.5,0.5,0.5
201,[0.1501172],0.25103483,0.5,0.5,0.5,0.5
202,[0.1501172],0.2645585,0.5,0.5,0.5,0.5
203,[0.1501172],0.24092674,0.5,0.5,0.5,0.5
204,[0.1501172],0.22177476,0.5,0.5,0.5,0.5
205,[0.1501172],0.28443554,0.5,0.5,0.5,0.5
206,[0.1501172],0.3410473,0.5,0.5,0.5,0.5
207,[0.1501172],0.33926186,0.5,0.5,0.5,0.5
208,[0.1501172],0.21954837,0.5,0.5,0.5,0.5
209,[0.1501172],0.21014926,0.5,0.5,0.5,0.5
210,[0.1501172],0.2484482,0.5,0.5,0.5,0.5
211,[0.1501172],0.2300399,0.5,0.5,0.5,0.5
212,[0.1501172],0.30733654,0.5,0.5,0.5,0.5
213,[0.1501172],0.25561008,0.5,0.5,0.5,0.5
214,[0.1501172],0.27151513,0.5,0.5,0.5,0.5
215,[0.1501172],0.2620545,0.5,0.5,0.5,0.5
216,[0.1501172],0.26046142,0.5,0.5,0.5,0.5
217,[0.1501172],0.26957464,0.5,0.5,0.5,0.5
218,[0.1501172],0.24541414,0.5,0.5,0.5,0.5
219,[0.1501172],0.24817923,0.5,0.5,0.5,0.5
220,[0.1501172],0.27545223,0.5,0.5,0.5,0.5
221,[0.1501172],0.1996766,0.5,0.5,0.5,0.5
222,[0.1501172],0.2022523,0.5,0.5,0.5,0.5
223,[0.1501172],0.20705804,0.5,0.5,0.5,0.5
224,[0.1501172],0.20062226,0.5,0.5,0.5,0.5
225,[0.1501172],0.20930058,0.5,0.5,0.5,0.5
226,[0.1501172],0.21971801,0.5,0.5,0.5,0.5
227,[0.1501172],0.1975283,0.5,0.5,0.5,0.5
228,[0.1501172],0.18490928,0.5,0.5,0.5,0.5
229,[0.1501172],0.17141736,0.5,0.5,0.5,0.5
230,[0.1501172],0.1483042,0.5,0.5,0.5,0.5
231,[0.1501172],0.14849922,0.5,0.5,0.5,0.5
232,[0.1501172],0.13282822,0.5,0.5,0.5,0.5
233,[0.1501172],0.11835867,0.5,0.5,0.5,0.5
234,[0.1501172],0.11710437,0.5,0.5,0.5,0.5
235,[0.1501172],0.11462748,0.5,0.5,0.5,0.5
236,[0.1501172],0.09677908,0.5,0.5,0.5,0.5
237,[0.1501172],0.11014673,0.5,0.5,0.5,0.5
238,[0.1501172],0.08525106,0.5,0.5,0.5,0.5
239,[0.1501172],0.22610152,0.5,0.5,0.5,0.5
240,[0.1501172],0.034830168,0.5,0.5,0.5,0.5
241,[0.1501172],0.11021547,0.5,0.5,0.5,0.5
242,[0.1501172],0.046876714,0.5,0.5,0.5,0.5
243,[0.1501172],0.048266545,0.5,0.5,0.5,0.5
244,[0.1501172],0.05963424,0.5,0.5,0.5,0.5
245,[0.1501172],0.08400965,0.5,0.5,0.5,0.5
246,[0.1501172],0.05289407,0.5,0.5,0.5,0.5
247,[0.1501172],0.08054522,0.5,0.5,0.5,0.5
248,[0.1501172],0.064498425,0.5,0.5,0.5,0.5
249,[0.1501172],0.019327447,0.5,0.5,0.5,0.5
250,[0.1501172],0.08459167,0.5,0.5,0.5,0.5
251,[0.1501172],0.08139923,0.5,0.5,0.5,0.5
252,[0.1501172],0.030107155,0.5,0.5,0.5,0.5
253,[0.1501172],0.039818957,0.5,0.5,0.5,0.5
254,[0.1501172],0.048137352,0.5,0.5,0.5,0.5
255,[0.1501172],0.026812553,0.5,0.5,0.5,0.5
256,[0.1501172],0.052351058,0.5,0.5,0.5,0.5
257,[0.1501172],0.079165325,0.5,0.5,0.5,0.5
258,[0.1501172],0.058948457,0.5,0.5,0.5,0.5
259,[0.1501172],0.063789174,0.5,0.5,0.5,0.5
260,[0.1501172],0.06294799,0.5,0.5,0.5,0.5
261,[0.1501172],0.036500588,0.5,0.5,0.5,0.5
262,[0.1501172],0.069626346,0.5,0.5,0.5,0.5
263,[0.1501172],0.091611475,0.5,0.5,0.5,0.5
264,[0.1501172],0.03904289,0.5,0.5,0.5,0.5
265,[0.1501172],0.07763736,0.5,0.5,0.5,0.5
266,[0.1501172],0.05860898,0.5,0.5,0.5,0.5
267,[0.1501172],0.047439918,0.5,0.5,0.5,0.5
268,[0.1501172],0.11842108,0.5,0.5,0.5,0.5
269,[0.1501172],0.15274167,0.5,0.5,0.5,0.5
270,[0.1501172],0.11857505,0.5,0.5,0.5,0.5
271,[0.1501172],0.1555576,0.5,0.5,0.5,0.5
272,[0.1501172],0.16260484,0.5,0.5,0.5,0.5
273,[0.1501172],0.11902888,0.5,0.5,0.5,0.5
274,[0.1501172],0.13568383,0.5,0.5,0.5,0.5
275,[0.1501172],0.14834023,0.5,0.5,0.5,0.5
276,[0.1501172],0.16862941,0.5,0.5,0.5,0.5
277,[0.1501172],0.17317435,0.5,0.5,0.5,0.5
278,[0.1501172],0.17656475,0.5,0.5,0.5,0.5
279,[0.1501172],0.0953109,0.5,0.5,0.5,0.5
280,[0.1501172],0.12047851,0.5,0.5,0.5,0.5
281,[0.1501172],0.11598019,0.5,0.5,0.5,0.5
282,[0.1501172],0.077364966,0.5,0.5,0.5,0.5
283,[0.1501172],0.101134256,0.5,0.5,0.5,0.5
284,[0.1501172],0.10053204,0.5,0.5,0.5,0.5
285,[0.1501172],0.07524373,0.5,0.5,0.5,0.5
286,[0.1501172],0.104461536,0.5,0.5,0.5,0.5
287,[0.1501172],0.09128,0.5,0.5,0.5,0.5
288,[0.1501172],0.090254724,0.5,0.5,0.5,0.5
289,[0.1501172],0.10655862,0.5,0.5,0.5,0.5
290,[0.1501172],0.12617166,0.5,0.5,0.5,0.5
291,[0.1501172],0.100489706,0.5,0.5,0.5,0.5
292,[0.1501172],0.13022606,0.5,0.5,0.5,0.5
293,[0.1501172],0.12890998,0.5,0.5,0.5,0.5
294,[0.1501172],0.08070119,0.5,0.5,0.5,0.5
295,[0.1501172],0.11820859,0.5,0.5,0.5,0.5
296,[0.1501172],0.13535167,0.5,0.5,0.5,0.5
297,[0.1501172],0.10487364,0.5,0.5,0.5,0.5
298,[0.1501172],0.09490602,0.5,0.5,0.5,0.5
299,[0.1501172],0.103489414,0.5,0.5,0.5,0.5
300,[0.1501172],0.10028182,0.5,0.5,0.5,0.5
301,[0.1501172],0.10518764,0.5,0.5,0.5,0.5
302,[0.1501172],0.0974506,0.5,0.5,0.5,0.5
303,[0.1501172],0.12809987,0.5,0.5,0.5,0.5
304,[0.1501172],0.13052088,0.5,0.5,0.5,0.5
305,[0.1501172],0.09162898,0.5,0.5,0.5,0.5
306,[0.1501172],0.09501578,0.5,0.5,0.5,0.5
307,[0.1501172],0.10867658,0.5,0.5,0.5,0.5
308,[0.1501172],0.12333915,0.5,0.5,0.5,0.5
309,[0.1501172],0.1453368,0.5,0.5,0.5,0.5
310,[0.1501172],0.13071622,0.5,0.5,0.5,0.5
311,[0.1501172],0.18338159,0.5,0.5,0.5,0.5
312,[0.1501172],0.15805697,0.5,0.5,0.5,0.5
313,[0.1501172],0.16114068,0.5,0.5,0.5,0.5
314,[0.1501172],0.16679347,0.5,0.5,0.5,0.5
315,[0.1501172],0.13790187,0.5,0.5,0.5,0.5
316,[0.1501172],0.15742892,0.5,0.5,0.5,0.5
317,[0.1501172],0.122060046,0.5,0.5,0.5,0.5
318,[0.1501172],0.13956308,0.5,0.5,0.5,0.5
319,[0.1501172],0.1440888,0.5,0.5,0.5,0.5
320,[0.1501172],0.17699543,0.5,0.5,0.5,0.5
321,[0.1501172],0.16031072,0.5,0.5,0.5,0.5
322,[0.1501172],0.15476751,0.5,0.5,0.5,0.5
323,[0.1501172],0.13025182,0.5,0.5,0.5,0.5
324,[0.1501172],0.163288,0.5,0.5,0.5,0.5
325,[0.1501172],0.17072111,0.5,0.5,0.5,0.5
326,[0.1501172],0.14613369,0.5,0.5,0.5,0.5
327,[0.1501172],0.19577077,0.5,0.5,0.5,0.5
328,[0.1501172],0.21744901,0.5,0.5,0.5,0.5
329,[0.1501172],0.22795871,0.5,0.5,0.5,0.5
330,[0.1501172],0.15295482,0.5,0.5,0.5,0.5
331,[0.1501172],0.18680143,0.5,0.5,0.5,0.5
332,[0.1501172],0.18721354,0.5,0.5,0.5,0.5
333,[0.1501172],0.17905352,0.5,0.5,0.5,0.5
334,[0.1501172],0.22039029,0.5,0.5,0.5,0.5
335,[0.1501172],0.16056424,0.5,0.5,0.5,0.5
336,[0.1501172],0.2045986,0.5,0.5,0.5,0.5
337,[0.1501172],0.17330647,0.5,0.5,0.5,0.5
338,[0.1501172],0.20859355,0.5,0.5,0.5,0.5
339,[0.1501172],0.21937326,0.5,0.5,0.5,0.5
340,[0.1501172],0.21991137,0.5,0.5,0.5,0.5
341,[0.1501172],0.24192685,0.5,0.5,0.5,0.5
342,[0.1501172],0.22712815,0.5,0.5,0.5,0.5
343,[0.1501172],0.27799588,0.5,0.5,0.5,0.5
344,[0.1501172],0.26630324,0.5,0.5,0.5,0.5
345,[0.1501172],0.24381244,0.5,0.5,0.5,0.5
346,[0.1501172],0.2816837,0.5,0.5,0.5,0.5
347,[0.1501172],0.27803287,0.5,0.5,0.5,0.5
348,[0.1501172],0.29379246,0.5,0.5,0.5,0.5
349,[0.1501172],0.32938716,0.5,0.5,0.5,0.5
350,[0.1501172],0.27204263,0.5,0.5,0.5,0.5
351,[0.1501172],0.32774702,0.5,0.5,0.5,0.5
352,[0.1501172],0.34644255,0.5,0.5,0.5,0.5
353,[0.1501172],0.2689989,0.5,0.5,0.5,0.5
354,[0.1501172],0.27179208,0.5,0.5,0.5,0.5
355,[0.1501172],0.2780454,0.5,0.5,0.5,0.5
356,[0.1501172],0.24914792,0.5,0.5,0.5,0.5
357,[0.1501172],0.2321578,0.5,0.5,0.5,0.5
358,[0.1501172],0.28628772,0.5,0.5,0.5,0.5
359,[0.1501172],0.22848585,0.5,0.5,0.5,0.5
360,[0.1501172],0.24523425,0.5,0.5,0.5,0.5
361,[0.1501172],0.41134003,0.5,0.5,0.5,0.5
362,[0.1501172],0.28648275,0.5,0.5,0.5,0.5
363,[0.1501172],0.41279998,0.5,0.5,0.5,0.5
364,[0.1501172],0.20686129,0.5,0.5,0.5,0.5
365,[0.1501172],0.21312124,0.5,0.5,0.5,0.5
366,[0.1501172],0.19446963,0.5,0.5,0.5,0.5
367,[0.1501172],0.17441541,0.5,0.5,0.5,0.5
368,[0.1501172],0.19739738,0.5,0.5,0.5,0.5
369,[0.1501172],0.17497295,0.5,0.5,0.5,0.5
370,[0.1501172],0.21615997,0.5,0.5,0.5,0.5
371,[0.1501172],0.16028461,0.5,0.5,0.5,0.5
372,[0.1501172],0.14907521,0.5,0.5,0.5,0.5
373,[0.1501172],0.12368019,0.5,0.5,0.5,0.5
374,[0.1501172],0.13208689,0.5,0.5,0.5,0.5
375,[0.1501172],0.11951442,0.5,0.5,0.5,0.5
376,[0.1501172],0.12523034,0.5,0.5,0.5,0.5
