,y_pred,y_true,W11(avg1_short),W12(max1_short),W21(avg2_long),W22(max2_long)
0,[0.16793983],0.20777121,0.94036216,0.059637822,0.9905528,0.009447194
1,[0.1781748],0.2857958,0.9692077,0.030792322,0.99157614,0.008423909
2,[0.21957412],0.2286874,0.9745884,0.025411548,0.9889126,0.011087459
3,[0.23581019],0.25769794,0.97669435,0.023305595,0.98434514,0.015654836
4,[0.2452906],0.24509841,0.9870565,0.012943493,0.9947596,0.005240342
5,[0.23456702],0.27994815,0.98905724,0.0109426975,0.9963458,0.0036542418
6,[0.25595787],0.3208016,0.9762907,0.023709308,0.982015,0.017984955
7,[0.26110372],0.2725414,0.9733141,0.026685877,0.97671086,0.023289215
8,[0.2508622],0.26236132,0.95681256,0.043187425,0.9719857,0.028014237
9,[0.25002545],0.22945204,0.98669136,0.0133086955,0.99689215,0.003107893
10,[0.24200785],0.19244018,0.972774,0.027225967,0.98411524,0.015884837
11,[0.22237387],0.20815274,0.9875373,0.012462735,0.997203,0.0027970127
12,[0.19861117],0.24761033,0.97493017,0.025069863,0.9924021,0.0075979484
13,[0.22678515],0.19675264,0.96531695,0.034683086,0.9786099,0.021390077
14,[0.19890954],0.20669171,0.93041444,0.06958554,0.95749885,0.042501144
15,[0.1907179],0.24657983,0.9793361,0.020663945,0.9928398,0.007160185
16,[0.21447307],0.23620543,0.9783683,0.021631654,0.9914842,0.008515738
17,[0.22208332],0.31378347,0.96958995,0.030410064,0.9856208,0.014379207
18,[0.25164083],0.29183462,0.9807506,0.019249432,0.98748475,0.012515196
19,[0.25705886],0.25472856,0.978104,0.02189602,0.9878498,0.012150249
20,[0.25371802],0.30422536,0.97387344,0.026126508,0.98490244,0.015097595
21,[0.25736856],0.21854329,0.98145527,0.018544769,0.9922593,0.0077406494
22,[0.25096014],0.274456,0.9534407,0.046559285,0.96251875,0.03748124
23,[0.2513726],0.28063044,0.98431104,0.015688946,0.99340606,0.00659389
24,[0.25233722],0.26682013,0.98556834,0.014431647,0.9925609,0.0074390504
25,[0.24249735],0.30043697,0.98352575,0.016474215,0.9941415,0.005858514
26,[0.26204178],0.29665616,0.9789026,0.021097343,0.9822327,0.017767271
27,[0.27879065],0.22567064,0.97620195,0.023797989,0.98343915,0.01656084
28,[0.24062282],0.2706601,0.95767283,0.04232715,0.96557784,0.034422204
29,[0.24664009],0.2721421,0.98309684,0.016903182,0.99219173,0.007808305
30,[0.2509109],0.23027647,0.9858209,0.014179097,0.99246866,0.00753131
31,[0.23625585],0.2711762,0.9811584,0.018841553,0.9934622,0.0065378025
32,[0.24133795],0.27625924,0.98734623,0.012653726,0.99614173,0.0038582839
33,[0.25149822],0.26138237,0.9743928,0.025607234,0.9754152,0.024584794
34,[0.2511585],0.22541344,0.9900422,0.009957743,0.99731535,0.002684632
35,[0.23636135],0.20107377,0.98693407,0.013065951,0.9951055,0.004894485
36,[0.21703568],0.19496119,0.9753997,0.024600351,0.9875557,0.012444284
37,[0.19590785],0.24488959,0.9722837,0.027716307,0.988884,0.011116051
38,[0.22391],0.24711522,0.98949057,0.010509452,0.9960957,0.0039042837
39,[0.23589905],0.23653743,0.9687029,0.03129707,0.9767859,0.02321412
40,[0.23365028],0.2285361,0.9918034,0.008196612,0.99725914,0.0027408206
41,[0.23627187],0.27110413,0.9867381,0.013261914,0.99461836,0.0053817006
42,[0.23960063],0.27736557,0.9690606,0.030939434,0.9788342,0.02116579
43,[0.24610482],0.26231766,0.9875289,0.012471075,0.99054694,0.009453045
44,[0.25980562],0.27834302,0.98338705,0.016613001,0.9903376,0.0096624065
45,[0.2600248],0.23133,0.97267026,0.02732974,0.9791038,0.020896211
46,[0.25346547],0.22014418,0.97844386,0.021556161,0.98800695,0.011993048
47,[0.22921781],0.21859494,0.9739406,0.026059434,0.9912142,0.00878586
48,[0.22980067],0.21538854,0.9781821,0.021817856,0.99140984,0.008590122
49,[0.22087839],0.21278667,0.9719163,0.028083716,0.9834108,0.016589273
50,[0.20107134],0.20774058,0.9859474,0.014052555,0.99621,0.003790082
51,[0.20001504],0.2481668,0.9782456,0.021754386,0.99434066,0.0056593097
52,[0.22018595],0.24440262,0.98324364,0.016756358,0.993729,0.006270972
53,[0.2284497],0.24007934,0.983374,0.016625943,0.9940215,0.005978479
54,[0.2320048],0.24081883,0.97547567,0.024524355,0.9883807,0.011619361
55,[0.23047571],0.23967093,0.9853189,0.014681103,0.9941934,0.0058065713
56,[0.23883855],0.22544253,0.9859524,0.014047649,0.9953289,0.0046711466
57,[0.23635192],0.20321819,0.98729056,0.012709449,0.99398285,0.0060171443
58,[0.20682849],0.23795378,0.97492456,0.025075458,0.99335974,0.006640254
59,[0.22576925],0.2173745,0.982723,0.017277023,0.99347997,0.0065199905
60,[0.21631595],0.2037057,0.9837409,0.016259039,0.9947277,0.0052723936
61,[0.20663184],0.17755368,0.9742303,0.02576974,0.9903566,0.009643361
62,[0.17787988],0.26593488,0.96636146,0.033638544,0.991434,0.00856607
63,[0.23960154],0.24140474,0.9466519,0.05334812,0.9523049,0.04769514
64,[0.23333427],0.2365773,0.9842238,0.015776252,0.99615484,0.0038451382
65,[0.22547458],0.29198802,0.96827894,0.0317211,0.9790496,0.020950317
