,y_pred,y_true,W11(avg1_short),W12(max1_short),W21(avg2_long),W22(max2_long)
0,[0.1814606],0.20937483,0.035425194,0.9645748,0.027944745,0.9720552
1,[0.19239178],0.29401135,0.05147387,0.94852614,0.036257554,0.96374243
2,[0.24940827],0.23104446,0.0886908,0.9113091,0.055470157,0.9445299
3,[0.2410608],0.262339,0.09995244,0.90004754,0.093836,0.90616393
4,[0.25764486],0.24892233,0.16442913,0.83557093,0.11995064,0.8800494
5,[0.26836377],0.28345776,0.04182773,0.9581723,0.023730045,0.9762699
6,[0.26972386],0.3264783,0.06205682,0.93794316,0.043160994,0.9568391
7,[0.28564903],0.27996248,0.34227672,0.6577233,0.28834808,0.71165186
8,[0.29458514],0.26712036,0.062382907,0.9376171,0.04744741,0.9525526
9,[0.27796888],0.2344714,0.15122907,0.84877086,0.10771505,0.8922849
10,[0.25884756],0.19614772,0.118368246,0.88163173,0.094024844,0.90597516
11,[0.2332906],0.21312095,0.06307651,0.9369235,0.049733076,0.95026696
12,[0.21767257],0.2550878,0.046428315,0.9535717,0.034835685,0.9651643
13,[0.24282108],0.20299505,0.0352348,0.9647652,0.026863972,0.97313607
14,[0.22258233],0.21367331,0.045136627,0.9548633,0.042488623,0.9575114
15,[0.23044218],0.2527604,0.0525702,0.94742984,0.038971145,0.96102893
16,[0.24033752],0.24184059,0.052677467,0.9473225,0.021376096,0.978624
17,[0.25173002],0.31913847,0.081280686,0.9187193,0.0754347,0.9245653
18,[0.27650982],0.29882902,0.08606213,0.91393787,0.07487354,0.92512643
19,[0.27857926],0.26080555,0.06493648,0.9350635,0.04686079,0.95313925
20,[0.2729854],0.31182855,0.1638486,0.8361514,0.11494002,0.88505995
21,[0.2978322],0.22568764,0.047597814,0.9524022,0.03871658,0.9612834
22,[0.26400238],0.2843567,0.06526539,0.93473464,0.053540893,0.9464591
23,[0.2645511],0.28608835,0.15045151,0.84954846,0.15025364,0.8497464
24,[0.28562012],0.27422822,0.110130355,0.88986963,0.07346244,0.9265376
25,[0.28491122],0.30844796,0.060345065,0.93965495,0.050174944,0.94982505
26,[0.28608218],0.30460012,0.18727374,0.81272626,0.13691211,0.86308783
27,[0.28251234],0.23207156,0.15412192,0.84587806,0.14431903,0.85568094
28,[0.27231154],0.27961755,0.12772538,0.8722747,0.101488434,0.8985115
29,[0.27318707],0.27863473,0.06037225,0.9396278,0.06215876,0.93784124
30,[0.2782272],0.234619,0.09776828,0.90223175,0.081432275,0.9185678
31,[0.25639212],0.27614927,0.08510965,0.9148904,0.0678569,0.93214303
32,[0.2743367],0.2866488,0.081496246,0.9185037,0.07380877,0.9261912
33,[0.2720618],0.27017456,0.067773804,0.93222624,0.05591356,0.94408643
34,[0.28437254],0.23345949,0.075500555,0.9244994,0.06329181,0.9367082
35,[0.25899094],0.20493208,0.083427794,0.9165722,0.064733595,0.9352664
