,y_pred,y_true
0,[0.24138795],0.27885038
1,[0.26976398],0.3343917
2,[0.28930873],0.2287776
3,[0.28496307],0.31740713
4,[0.28196478],0.34375942
5,[0.30717847],0.2581107
6,[0.29610625],0.31337643
7,[0.28948545],0.31209183
8,[0.29287797],0.28610146
9,[0.29029557],0.28572065
10,[0.29174498],0.27484477
11,[0.2872126],0.2722336
12,[0.27696553],0.3625316
13,[0.29695958],0.28271282
14,[0.29703075],0.34125727
15,[0.31387562],0.30824518
16,[0.28869373],0.3126986
17,[0.3058367],0.3661471
18,[0.30423304],0.29950637
19,[0.29868278],0.31326652
20,[0.3091454],0.3805436
21,[0.3126592],0.30909592
22,[0.3161809],0.3608269
23,[0.31337205],0.30091894
24,[0.3074185],0.33037513
25,[0.31579658],0.3967731
26,[0.3312239],0.47776657
27,[0.3367116],0.37440133
28,[0.3303687],0.4317004
29,[0.3353036],0.46413267
30,[0.33315548],0.37002903
31,[0.3569579],0.41852057
32,[0.33929986],0.4668845
33,[0.36160335],0.43732727
34,[0.3555511],0.5537881
35,[0.3799402],0.6478234
36,[0.38684464],0.5408439
37,[0.4169043],0.39298558
38,[0.36595514],0.44553554
39,[0.34738502],0.42404807
40,[0.3484264],0.4445228
41,[0.34079862],0.44245678
42,[0.33099592],0.48922324
43,[0.3389359],0.47627014
44,[0.36211732],0.5451737
45,[0.37969127],0.43863165
46,[0.35095805],0.37328798
47,[0.33661473],0.3661065
48,[0.34469146],0.35404176
49,[0.3240988],0.3557402
50,[0.31640497],0.30983603
51,[0.3166028],0.34721905
52,[0.3116638],0.42632335
53,[0.32185036],0.43264383
54,[0.32999444],0.33086544
55,[0.33286804],0.38940763
56,[0.34647954],0.45896518
57,[0.34017664],0.31586975
58,[0.3153487],0.35682452
59,[0.32072982],0.3634261
60,[0.31905285],0.3661003
61,[0.32977575],0.3223456
62,[0.31760582],0.3995496
63,[0.3417577],0.44697154
64,[0.3389267],0.42629522
65,[0.33279926],0.45876843
66,[0.32786888],0.40946847
67,[0.35112613],0.36810952
68,[0.34253672],0.42203546
69,[0.33721888],0.40197945
70,[0.33376125],0.4515844
71,[0.3536628],0.33334553
72,[0.3205522],0.3010664
73,[0.31525695],0.26142794
74,[0.29647195],0.33697504
75,[0.2933293],0.41581464
76,[0.31934255],0.27831775
77,[0.31087416],0.32839745
78,[0.31009004],0.30508786
79,[0.31266245],0.41000676
80,[0.32364252],0.41950476
81,[0.3345026],0.5318909
82,[0.37360817],0.47013086
83,[0.36386904],0.4661606
84,[0.36119968],0.45295465
85,[0.37206748],0.3416515
86,[0.33295512],0.4706735
87,[0.33972263],0.4098838
88,[0.32780582],0.31477183
89,[0.31875342],0.4930281
90,[0.34663585],0.3807184
91,[0.3433285],0.3728822
92,[0.3360919],0.4220581
93,[0.33390763],0.37281328
94,[0.34910393],0.3243835
95,[0.31944105],0.33788335
96,[0.31834626],0.28317934
97,[0.29099992],0.33313328
98,[0.29732546],0.2561723
99,[0.27987072],0.21869789
100,[0.26381475],0.2305495
101,[0.24956062],0.1576743
102,[0.20973265],0.17269082
103,[0.2108835],0.10444163
104,[0.16025116],0.12956049
105,[0.15279812],0.100805864
106,[0.13457167],0.07274322
107,[0.10657147],0.0796458
108,[0.09437086],0.06648843
109,[0.08583561],0.06838286
110,[0.08599373],0.054806724
111,[0.08703675],0.06805982
112,[0.0787797],0.08520864
113,[0.08501218],0.066276595
114,[0.08615635],0.08255163
115,[0.08326384],0.05217579
116,[0.07866374],0.07883604
117,[0.08159032],0.069645375
118,[0.09130902],0.09272991
119,[0.09264494],0.0656628
120,[0.081178],0.076428816
121,[0.08094808],0.09894054
122,[0.0866013],0.090683684
123,[0.10224474],0.11902915
124,[0.1127581],0.08625932
125,[0.10462267],0.14228663
126,[0.1480206],0.104746535
127,[0.12412245],0.13826743
128,[0.15480174],0.120708734
129,[0.15488873],0.09828481
130,[0.14104593],0.13017826
131,[0.15018176],0.16254745
132,[0.17564335],0.12761924
133,[0.1632572],0.10893302
134,[0.15550703],0.1569025
135,[0.16866818],0.15420224
136,[0.17763482],0.13682972
137,[0.17029278],0.15829472
138,[0.17991447],0.113953054
139,[0.16278778],0.12263885
140,[0.17386965],0.17288224
141,[0.18716243],0.16622154
142,[0.19736546],0.17505254
143,[0.20676737],0.16995035
