,y_pred,y_true
0,[0.18098183],0.21029702
1,[0.19373068],0.29667836
2,[0.23899944],0.23215806
3,[0.23236181],0.26405406
4,[0.24468026],0.2504236
5,[0.24226758],0.28485233
6,[0.2605876],0.3284354
7,[0.28861806],0.28242218
8,[0.2732549],0.26886457
9,[0.25823423],0.2363064
10,[0.24482304],0.1976498
11,[0.23772554],0.21495521
12,[0.20532164],0.2575781
13,[0.22966963],0.20518184
14,[0.2056639],0.21605438
15,[0.21449554],0.25489974
16,[0.22520183],0.24383843
17,[0.22762397],0.32101262
18,[0.26839387],0.30116117
19,[0.27125403],0.26291183
20,[0.25849003],0.31431818
21,[0.2811269],0.2281056
22,[0.25250345],0.28748763
23,[0.25311852],0.28801078
24,[0.28151324],0.27668792
25,[0.24701762],0.31105047
26,[0.27983627],0.30718675
27,[0.29306546],0.2342835
28,[0.24689549],0.28249502
29,[0.26706496],0.28084296
30,[0.2577381],0.23627001
31,[0.24153747],0.27794608
32,[0.24093771],0.28991112
33,[0.26686758],0.27301297
34,[0.25139877],0.23611766
35,[0.25266945],0.20646974
36,[0.20440397],0.20796946
37,[0.20303443],0.25423756
38,[0.24026251],0.2572868
39,[0.23065442],0.24787754
40,[0.22808266],0.24111697
41,[0.22526158],0.27643967
42,[0.24041389],0.29281467
43,[0.26049376],0.27513844
44,[0.2663604],0.28490514
45,[0.26237947],0.24460316
46,[0.2567801],0.22653303
47,[0.23649089],0.22403672
48,[0.22061917],0.20767814
49,[0.20092012],0.20870444
50,[0.2141026],0.17993718
51,[0.17942038],0.252804
52,[0.22321005],0.2538303
53,[0.2230921],0.25294298
54,[0.24908538],0.24094155
55,[0.2386911],0.2505195
56,[0.2339361],0.23544884
57,[0.23604785],0.20716831
58,[0.21815355],0.24780473
59,[0.21839227],0.22501996
60,[0.21382378],0.212343
61,[0.19024676],0.17942736
62,[0.19613719],0.27994895
63,[0.242218],0.25151607
64,[0.24779345],0.24288493
65,[0.23075025],0.29840994
66,[0.25315624],0.30124065
67,[0.2692723],0.2928644
68,[0.25810346],0.31027907
69,[0.28111804],0.2936425
70,[0.27711925],0.30411446
71,[0.25995702],0.30580965
72,[0.26927087],0.23447895
73,[0.2509852],0.24587467
74,[0.24789225],0.32785273
75,[0.24992016],0.26034936
76,[0.26689896],0.230367
77,[0.26076108],0.2047151
78,[0.22043552],0.22036844
79,[0.198902],0.20526803
80,[0.2037617],0.2810748
81,[0.23629966],0.24940398
82,[0.25920498],0.29882386
83,[0.26626748],0.27166554
84,[0.2525985],0.23429686
85,[0.22488937],0.25983953
86,[0.25257835],0.25251934
87,[0.23795849],0.19806376
88,[0.21596394],0.24609983
89,[0.20915854],0.25054622
90,[0.22717732],0.22841692
91,[0.23894261],0.26330268
92,[0.23914555],0.23007566
93,[0.21136774],0.2329064
94,[0.22312587],0.22045463
95,[0.20610873],0.19395846
96,[0.20604347],0.16437003
97,[0.17158842],0.18962136
98,[0.1746912],0.12424346
99,[0.15654817],0.12729266
100,[0.13814983],0.11990633
101,[0.13679707],0.06511632
102,[0.10366441],0.054200687
103,[0.08598439],0.0534657
104,[0.08876306],0.07823693
105,[0.0901267],0.07779326
106,[0.09081666],0.07169483
107,[0.08982978],0.07606838
108,[0.08262096],0.055044927
109,[0.07349251],0.06224919
110,[0.07949369],0.060044207
111,[0.08450725],0.061914764
112,[0.07344385],0.04251363
113,[0.08630634],0.04108008
114,[0.07696147],0.039682917
115,[0.06424566],0.023883916
116,[0.07241246],0.032150917
117,[0.06059064],0.03586229
