,y_pred,y_true
0,[0.17827722],0.21029702
1,[0.2007839],0.29667836
2,[0.2507427],0.23215806
3,[0.25348058],0.26405406
4,[0.2616348],0.2504236
5,[0.26080132],0.28485233
6,[0.2633607],0.3284354
7,[0.30352753],0.28242218
8,[0.27822807],0.26886457
9,[0.28945982],0.2363064
10,[0.26825628],0.1976498
11,[0.24523829],0.21495521
12,[0.22948214],0.2575781
13,[0.24097578],0.20518184
14,[0.2235122],0.21605438
15,[0.23143186],0.25489974
16,[0.23722456],0.24383843
17,[0.24402936],0.32101262
18,[0.27713314],0.30116117
19,[0.29991987],0.26291183
20,[0.2769358],0.31431818
21,[0.29953212],0.2281056
22,[0.25389442],0.28748763
23,[0.27265343],0.28801078
24,[0.27159438],0.27668792
25,[0.2780294],0.31105047
26,[0.28607374],0.30718675
27,[0.29186803],0.2342835
28,[0.2719382],0.28249502
29,[0.2751833],0.28084296
30,[0.27282],0.23627001
31,[0.24935289],0.27794608
32,[0.26862088],0.28991112
33,[0.28731176],0.27301297
34,[0.29190102],0.23611766
35,[0.26542896],0.20646974
36,[0.24210575],0.20796946
37,[0.21742153],0.25423756
38,[0.24834354],0.2572868
39,[0.24547794],0.24787754
40,[0.25181305],0.24111697
41,[0.25326324],0.27643967
42,[0.27917394],0.29281467
43,[0.28588024],0.27513844
44,[0.26438567],0.28490514
45,[0.29172608],0.24460316
46,[0.27115136],0.22653303
47,[0.2481156],0.22403672
48,[0.23872948],0.20767814
49,[0.23335603],0.20870444
50,[0.21683794],0.17993718
51,[0.21511987],0.252804
52,[0.23455684],0.2538303
53,[0.23156182],0.25294298
54,[0.2599133],0.24094155
55,[0.26087505],0.2505195
56,[0.25462615],0.23544884
57,[0.23956445],0.20716831
58,[0.24068727],0.24780473
59,[0.24381194],0.22501996
60,[0.23503648],0.212343
61,[0.22040004],0.17942736
62,[0.21633327],0.27994895
63,[0.24870616],0.25151607
64,[0.25676563],0.24288493
65,[0.26482326],0.29840994
66,[0.2688333],0.30124065
67,[0.27502877],0.2928644
68,[0.28533894],0.31027907
69,[0.29241323],0.2936425
70,[0.29187036],0.30411446
