,y_pred,y_true
0,[0.17672218],0.21029702
1,[0.21214134],0.29667836
2,[0.23917556],0.23215806
3,[0.2507992],0.26405406
4,[0.25523505],0.2504236
5,[0.25585133],0.28485233
6,[0.28866506],0.3284354
7,[0.28423774],0.28242218
8,[0.2835262],0.26886457
9,[0.2711797],0.2363064
10,[0.25405276],0.1976498
11,[0.2294198],0.21495521
12,[0.21749175],0.2575781
13,[0.23051508],0.20518184
14,[0.23528284],0.21605438
15,[0.23640028],0.25489974
16,[0.24245821],0.24383843
17,[0.24710864],0.32101262
18,[0.2948994],0.30116117
19,[0.28101936],0.26291183
20,[0.26292688],0.31431818
21,[0.27219597],0.2281056
22,[0.2566834],0.28748763
23,[0.2903561],0.28801078
24,[0.30078608],0.27668792
25,[0.27140743],0.31105047
26,[0.28405154],0.30718675
27,[0.29722068],0.2342835
28,[0.25299776],0.28249502
29,[0.2569471],0.28084296
30,[0.2664285],0.23627001
31,[0.25865176],0.27794608
32,[0.2608352],0.28991112
33,[0.2784481],0.27301297
34,[0.27002326],0.23611766
35,[0.26019135],0.20646974
36,[0.2283948],0.20796946
37,[0.1928304],0.25423756
38,[0.23022589],0.2572868
39,[0.24172094],0.24787754
40,[0.24142125],0.24111697
41,[0.23773374],0.27643967
42,[0.27095407],0.29281467
43,[0.27563494],0.27513844
44,[0.27075353],0.28490514
45,[0.28086296],0.24460316
46,[0.24583973],0.22653303
47,[0.23769066],0.22403672
48,[0.24141169],0.20767814
49,[0.24267821],0.20870444
50,[0.2151589],0.17993718
51,[0.18142147],0.252804
52,[0.1962472],0.2538303
53,[0.25110123],0.25294298
54,[0.28259474],0.24094155
55,[0.23665299],0.2505195
56,[0.24192218],0.23544884
57,[0.2550162],0.20716831
58,[0.22379619],0.24780473
59,[0.22922355],0.22501996
60,[0.22036678],0.212343
61,[0.1994701],0.17942736
62,[0.1904038],0.27994895
63,[0.2328288],0.25151607
64,[0.2325906],0.24288493
65,[0.24094316],0.29840994
66,[0.27681682],0.30124065
67,[0.26588657],0.2928644
68,[0.27446052],0.31027907
69,[0.27563632],0.2936425
70,[0.2759815],0.30411446
71,[0.28024736],0.30580965
72,[0.29293728],0.23447895
73,[0.26434195],0.24587467
74,[0.2426113],0.32785273
75,[0.28009504],0.26034936
76,[0.27860564],0.230367
77,[0.25050125],0.2047151
78,[0.21008053],0.22036844
79,[0.21550305],0.20526803
80,[0.17930329],0.2810748
81,[0.24864028],0.24940398
82,[0.23286802],0.29882386
83,[0.26421183],0.27166554
84,[0.2677426],0.23429686
85,[0.23552015],0.25983953
86,[0.24612781],0.25251934
87,[0.25649694],0.19806376
88,[0.20890856],0.24609983
89,[0.23619273],0.25054622
90,[0.22494887],0.22841692
91,[0.23833139],0.26330268
92,[0.24044788],0.23007566
93,[0.22729947],0.2329064
94,[0.25331867],0.22045463
95,[0.2217135],0.19395846
96,[0.19809663],0.16437003
97,[0.17036453],0.18962136
98,[0.17369767],0.12424346
99,[0.14185973],0.12729266
100,[0.12497512],0.11990633
101,[0.12148566],0.06511632
102,[0.11029037],0.054200687
103,[0.08931344],0.0534657
104,[0.07303645],0.07823693
105,[0.06656889],0.07779326
106,[0.06952638],0.07169483
107,[0.08947571],0.07606838
108,[0.08458763],0.055044927
109,[0.05367596],0.06224919
110,[0.08195664],0.060044207
111,[0.07970968],0.061914764
112,[0.06295557],0.04251363
113,[0.05513983],0.04108008
114,[0.04114873],0.039682917
115,[0.03511885],0.023883916
116,[0.04019932],0.032150917
117,[0.02900081],0.03586229
118,[0.02419282],0.03582587
119,[0.01903251],0.0077505037
120,[0.0224706],0.02498307
121,[0.02633073],0.04585419
122,[0.02853848],0.056994997
123,[0.02622],0.059855454
124,[0.05218272],0.08962598
125,[0.07293844],0.09248645
126,[0.09167825],0.0461886
127,[0.08633877],0.08951674
128,[0.09198108],0.11211943
129,[0.11191343],0.10789155
130,[0.11952319],0.38068298
131,[0.2677038],0.084815465
132,[0.18258029],0.07481689
133,[0.11829867],0.09392669
134,[0.11218141],0.119760685
135,[0.10655297],0.14224744
136,[0.12779236],0.18043062
137,[0.15912932],0.16385353
138,[0.15987639],0.12082339
139,[0.1507046],0.16293645
140,[0.15664709],0.16583332
141,[0.16147989],0.17821896
142,[0.1572561],0.18829036
143,[0.17980167],0.173074
144,[0.19167404],0.1670484
145,[0.16568619],0.1901609
146,[0.17053333],0.22223899
147,[0.20302531],0.19405437
148,[0.19662504],0.22742036
149,[0.21355687],0.2707485
150,[0.25729078],0.28000537
151,[0.24608429],0.24278238
152,[0.25192055],0.27096698
153,[0.2612522],0.24295777
154,[0.26291668],0.24495092
155,[0.24645007],0.34010908
156,[0.29129946],0.24340811
157,[0.2700633],0.21614057
158,[0.23794362],0.22381824
159,[0.2488827],0.25030768
160,[0.22504635],0.25798535
161,[0.2375634],0.251632
162,[0.24263948],0.28614026
163,[0.25414112],0.22424856
164,[0.23252569],0.26203117
165,[0.22654688],0.31578147
166,[0.28132284],0.275698
167,[0.28183177],0.27360228
168,[0.25962448],0.27026173
169,[0.25441694],0.24597058
170,[0.26199758],0.29469857
171,[0.26512173],0.30076057
172,[0.27602965],0.34349936
173,[0.29438898],0.2917586
174,[0.28613868],0.27331764
175,[0.2762611],0.2474108
176,[0.27480057],0.2372666
177,[0.23089059],0.2703115
178,[0.2553563],0.21908051
179,[0.23413089],0.21386275
180,[0.21513937],0.21261126
181,[0.22560146],0.24410668
182,[0.2372786],0.23172775
183,[0.22889115],0.25979644
184,[0.26531678],0.22981408
185,[0.22895959],0.22419572
186,[0.23504451],0.30246907
187,[0.27709472],0.26898718
188,[0.2642985],0.24068666
189,[0.24877006],0.24186528
190,[0.26037493],0.26104793
191,[0.24961673],0.23807439
192,[0.2557013],0.2348862
193,[0.23630233],0.25563473
194,[0.23801889],0.20104015
195,[0.23227407],0.27283755
196,[0.2526678],0.30249885
197,[0.29264033],0.23047626
198,[0.24258935],0.24770883
199,[0.26928595],0.25104937
200,[0.24421087],0.24564949
201,[0.23365892],0.25347283
202,[0.2459723],0.26754692
203,[0.26220027],0.24249104
204,[0.22552869],0.22228208
205,[0.23540159],0.28694806
206,[0.25449145],0.34785956
207,[0.28517362],0.34111902
208,[0.29401138],0.22087824
209,[0.26090342],0.21169418
210,[0.24619655],0.25089702
211,[0.22979037],0.23347571
212,[0.22207242],0.30830595
213,[0.2580626],0.2574027
214,[0.24048896],0.27423468
215,[0.24678868],0.26431563
216,[0.26179188],0.26167366
217,[0.2580325],0.27352944
218,[0.2732411],0.24693742
219,[0.24818437],0.24958605
220,[0.23603058],0.27689
221,[0.26182556],0.20096731
222,[0.21128811],0.20291737
223,[0.24256453],0.20894298
224,[0.20440994],0.20254654
225,[0.20458622],0.21111155
226,[0.19569203],0.22151068
227,[0.19420785],0.19868949
228,[0.19688743],0.19153807
229,[0.19242837],0.17168355
230,[0.18739018],0.15017998
231,[0.16020149],0.14864388
232,[0.15735094],0.13320905
233,[0.1278662],0.119280584
234,[0.12435634],0.1175557
235,[0.12486479],0.11571487
236,[0.12002128],0.09814789
237,[0.10898288],0.10995085
238,[0.1057986],0.08510678
239,[0.11037988],0.2349985
240,[0.15275036],0.03530938
241,[0.11876535],0.112658985
242,[0.11525214],0.048532568
243,[0.07889573],0.049820475
244,[0.05009068],0.06201733
245,[0.08095624],0.08649058
246,[0.08971811],0.054048337
247,[0.0774239],0.08347779
248,[0.09473571],0.066026725
249,[0.07334639],0.021963589
250,[0.05851442],0.08587151
251,[0.07556216],0.08355061
252,[0.07743787],0.031998567
253,[0.060148],0.04162631
254,[0.05144368],0.0506647
255,[0.03827756],0.028542109
256,[0.02303853],0.054230414
257,[0.03634542],0.08189855
258,[0.06703873],0.060663275
259,[0.05338957],0.06595389
260,[0.0625782],0.06561946
