,y_pred,y_true
0,[0.17639036],0.21029702
1,[0.19571115],0.29667836
2,[0.24127871],0.23215806
3,[0.24478741],0.26405406
4,[0.2588647],0.2504236
5,[0.25252494],0.28485233
6,[0.26268238],0.3284354
7,[0.27435398],0.28242218
8,[0.28226095],0.26886457
9,[0.28178763],0.2363064
10,[0.27513927],0.1976498
11,[0.24577285],0.21495521
12,[0.2261728],0.2575781
13,[0.24449079],0.20518184
14,[0.21912761],0.21605438
15,[0.2336632],0.25489974
16,[0.25021523],0.24383843
17,[0.23949668],0.32101262
18,[0.27389953],0.30116117
19,[0.27144358],0.26291183
20,[0.2742148],0.31431818
21,[0.27350387],0.2281056
22,[0.27166024],0.28748763
23,[0.27428368],0.28801078
24,[0.2580034],0.27668792
25,[0.27571353],0.31105047
26,[0.27395952],0.30718675
27,[0.29719302],0.2342835
28,[0.26117074],0.28249502
29,[0.28217125],0.28084296
30,[0.2732814],0.23627001
31,[0.26424614],0.27794608
32,[0.26548752],0.28991112
33,[0.26458788],0.27301297
34,[0.2680268],0.23611766
35,[0.26497707],0.20646974
36,[0.23633724],0.20796946
37,[0.2198756],0.25423756
38,[0.22320414],0.2572868
39,[0.2427593],0.24787754
40,[0.24432223],0.24111697
41,[0.24740602],0.27643967
42,[0.2553873],0.29281467
43,[0.27343538],0.27513844
44,[0.2674438],0.28490514
45,[0.26662704],0.24460316
46,[0.2839015],0.22653303
47,[0.23849659],0.22403672
48,[0.24675512],0.20767814
49,[0.22949074],0.20870444
50,[0.21678495],0.17993718
51,[0.1879372],0.252804
52,[0.23609515],0.2538303
53,[0.2439156],0.25294298
54,[0.2544972],0.24094155
55,[0.23899348],0.2505195
56,[0.26039022],0.23544884
57,[0.24380566],0.20716831
58,[0.23321632],0.24780473
59,[0.23342445],0.22501996
60,[0.18519822],0.212343
61,[0.2298957],0.17942736
62,[0.21309587],0.27994895
63,[0.22734386],0.25151607
64,[0.2369934],0.24288493
65,[0.2441553],0.29840994
66,[0.27179125],0.30124065
67,[0.27131447],0.2928644
68,[0.2756023],0.31027907
69,[0.28532207],0.2936425
70,[0.28059176],0.30411446
71,[0.28714138],0.30580965
72,[0.28292927],0.23447895
73,[0.26606432],0.24587467
74,[0.26395085],0.32785273
75,[0.27207717],0.26034936
76,[0.26146084],0.230367
77,[0.2596292],0.2047151
78,[0.25229275],0.22036844
79,[0.23704307],0.20526803
80,[0.23504357],0.2810748
81,[0.24097745],0.24940398
82,[0.23674504],0.29882386
83,[0.26508492],0.27166554
